Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Lao/1187/2014	EPI611152	2014-11-18	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.88	2014-11-18
A/Nagano/2319/2014	EPI540074	2014-05-16	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.37	2014-05-16
A/Tasmania/13/2014	EPI541268	2014-04-03	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.26	2014-04-04
A/Taiwan/459/2014	EPI534692	2014-04-06	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.26	2014-04-06
A/Tokyo/32026/2014	EPI511076	2014-02-02	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.09	2014-02-03
A/Gunma/13G024/2014	EPI581431	2014-03-08	Japan Korea	Japan	unknown	Other Database Import	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.18	2014-03-08
A/Niigata-C/57/2014	EPI552630	2014-06-08	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.44	2014-06-08
A/Tokyo/34011/2014	EPI534664	2014-04-02	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.25	2014-04-02
A/Brisbane/96/2014	EPI567270	2014-03-23	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.23	2014-03-24
A/Alaska/38/2014	EPI547609	2014-09-02	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.67	2014-09-03
A/Alaska/37/2014	EPI547608	2014-09-02	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.67	2014-09-03
A/Lao/SA097/2014	EPI548528	2014-02-13	Southeast Asia	Laos	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.12	2014-02-14
A/Newcaledonia/58/2014	EPI541256	2014-05-18	Oceania	New Caledonia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.38	2014-05-19
A/Southaustralia/77/2014	EPI540972	2014-07-12	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2014.53	2014-07-12
A/Victoria/4096/2014	EPI561855	2014-11-06	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	9.00	2014.85	2014-11-06
A/Darwin/49/2014	EPI551386	2014-10-20	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.80	2014-10-21
A/Sydney/1103/2014	EPI551434	2014-09-21	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2014.73	2014-09-22
A/Brisbane/366/2014	EPI561816	2014-11-07	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2014.85	2014-11-08
A/Tasmania/55/2014	EPI551440	2014-08-17	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	7.00	2014.63	2014-08-17
A/CentralAfricanRepublic/854/2015	EPI748880	2015-08-18	Africa	Central African Republic	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.63	2015-08-18
A/Brisbane/343/2014	EPI561807	2014-10-09	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	7.00	2014.77	2014-10-09
A/Mie/15/2015	EPI638812	2015-04-16	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	9.00	2015.29	2015-04-16
A/Victoria/500/2015	EPI629942	2015-02-27	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	9.00	2015.16	2015-02-27
A/Iraq/481/2015	EPI589531	2015-02-08	West Asia	Iraq	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	5.00	0.00	10.00	2015.11	2015-02-08
A/Iraq/835/2014	EPI589535	2014-12-18	West Asia	Iraq	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	8.00	2014.96	2014-12-18
A/Fiji/6/2014	EPI561989	2014-11-08	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.86	2014-11-09
A/HongKong/7531/2014	EPI556970	2014-09-27	China	Hong Kong	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.74	2014-09-28
A/HongKong/7561/2014	EPI565048	2014-10-12	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.78	2014-10-13
A/DominicanRepublic/9333/2015	EPI638376	2015-06-24	North America	Dominican Republic	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2015.48	2015-06-25
A/DominicanRepublic/9252/2015	EPI632386	2015-05-10	North America	Dominican Republic	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	5.00	0.00	8.00	2015.36	2015-05-11
A/Dominica/676/2015	EPI643401	2015-03-22	North America	Dominica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2015.22	2015-03-23
A/Lisbon/30/2015	EPI687786	2015-11-07	Europe	Portugal	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	12.00	2015.85	2015-11-08
A/CostaRica/1091/2016	EPI858540	2016-01-11	North America	Costa Rica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	12.00	2016.03	2016-01-12
A/CostaRica/7878/2015	EPI725950	2015-12-25	North America	Costa Rica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	13.00	2015.99	2015-12-26
A/Guatemala/178/2016	EPI830527	2016-04-21	North America	Guatemala	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	13.00	2016.31	2016-04-21
A/Nicaragua/8173/2015	EPI725309	2015-06-11	North America	Nicaragua	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	13.00	2015.44	2015-06-11
A/Guatemala/80/2016	EPI854136	2016-03-16	North America	Guatemala	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	12.00	2016.21	2016-03-16
A/Guatemala/86/2016	EPI832993	2016-03-16	North America	Guatemala	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	13.00	2016.21	2016-03-16
A/Tasmania/24/2014	EPI540924	2014-07-04	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.51	2014-07-04
A/Newcastle/115/2014	EPI551398	2014-08-25	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.65	2014-08-25
A/Wellington/15/2014	EPI551495	2014-07-20	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.55	2014-07-21
A/Taiwan/612/2014	EPI564834	2014-10-05	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.76	2014-10-06
A/Victoria/189/2014	EPI551455	2014-08-20	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.64	2014-08-20
A/Florida/63/2014	EPI552441	2014-11-07	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.85	2014-11-07
A/Darwin/3/2015	EPI629768	2015-01-18	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	8.00	2015.05	2015-01-19
A/Darwin/59/2014	EPI561983	2014-12-21	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	7.00	2014.97	2014-12-21
A/Perth/1056/2014	EPI561995	2014-11-30	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	7.00	2014.92	2014-12-01
A/Finland/472/2014	EPI561724	2014-12-03	Europe	Finland	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.93	2014-12-04
A/Victoria/3076/2014	EPI551467	2014-09-10	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.70	2014-09-11
A/Canberra/98/2014	EPI551368	2014-08-05	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.59	2014-08-05
A/Wisconsin/51/2014	EPI552438	2014-10-27	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.82	2014-10-28
A/California/23/2015	EPI587830	2015-02-23	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2015.15	2015-02-23
A/FrenchGuiana/4072/2015	EPI643228	2015-04-14	South America	French Guiana	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2015.28	2015-04-14
A/Saitama-C/45/2014	EPI574056	2014-12-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.96	2014-12-16
A/Dakar/5/2015	EPI630624	2015-02-02	Africa	Senegal	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	7.00	2015.09	2015-02-03
A/Israel/P-412/2014	EPI561732	2014-12-22	West Asia	Israel	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.97	2014-12-22
A/Belgium/G651/2014	EPI555149	2014-11-23	Europe	Belgium	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.90	2014-11-24
A/Dnipro/448/2015	EPI624678	2015-04-21	South Asia	Bangladesh	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.14	6b	0.00	0.00	0.03	4.00	0.00	8.00	2015.31	2015-04-22
A/Luxembourg/14069580/2014	EPI557990	2014-12-18	Europe	Luxembourg	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.96	2014-12-18
A/Peru/4/2015	EPI629233	2015-04-14	South America	Peru	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	8.00	2015.29	2015-04-15
A/Victoria/50915/2015	EPI678567	2015-07-19	Oceania	Australia	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	10.00	2015.55	2015-07-20
A/Ulsan/58/2015	EPI625604	2015-01-11	Japan Korea	South Korea	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.03	2015-01-12
A/Gyeongbuk/408/2015	EPI625477	2015-02-09	Japan Korea	South Korea	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.11	2015-02-09
A/Ulsan/53/2015	EPI625596	2015-01-04	Japan Korea	South Korea	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.01	2015-01-05
A/Guangxi-Qinnan/SWL1118/2015	EPI586317	2015-02-10	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.11	2015-02-11
A/Singapore/KK385/2015	EPI722803	2015-05-13	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2015.36	2015-05-13
A/Florida/62/2014	EPI552445	2014-10-27	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2014.82	2014-10-28
A/Taiwan/681/2015	EPI628900	2015-05-05	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2015.34	2015-05-05
A/Sydney/1003/2015	EPI636201	2015-06-11	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2015.44	2015-06-11
A/Taiwan/554/2015	EPI628894	2015-04-14	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2015.28	2015-04-14
A/Hawaii/41/2015	EPI626228	2015-05-02	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2015.34	2015-05-03
A/Mali/84/2016	EPI828239	2016-02-24	Africa	Mali	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.01	0.00	0.00	4.00	0.00	7.00	2016.15	2016-02-25
A/Mali/26HGT/2015	EPI742022	2015-05-05	Africa	Mali	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.34	2015-05-05
A/Daegu/2001/2014	EPI564952	2014-12-22	Japan Korea	South Korea	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.97	2014-12-22
A/Maevatanana/4194/2015	EPI695405	2015-09-30	Africa	Madagascar	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2015.75	2015-09-30
A/Antananarivo/3825/2016	EPI859820	2016-07-22	Africa	Madagascar	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.01	0.00	0.00	3.00	0.00	10.00	2016.56	2016-07-21
A/Bangladesh/9584/2015	EPI629201	2015-06-01	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.42	2015-06-02
A/Norway/2320/2015	EPI672735	2015-05-13	Europe	Norway	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.36	2015-05-13
A/Dakar/3/2015	EPI630622	2015-01-26	Africa	Senegal	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2015.07	2015-01-27
A/Hawaii/50/2015	EPI643212	2015-07-23	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.56	2015-07-24
A/Dnipro/454/2015	EPI621827	2015-03-18	South Asia	Bangladesh	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2015.21	2015-03-18
A/Cameroon/15V-3719/2015	EPI624671	2015-05-06	Africa	Cameroon	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.35	2015-05-07
A/Cameroon/15V-2860/2015	EPI624667	2015-04-06	Africa	Cameroon	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.26	2015-04-06
A/Myanmar/I005/2015	EPI667369	2015-07-08	Southeast Asia	Myanmar	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.52	2015-07-08
A/Canberra/47/2015	EPI636089	2015-07-11	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	8.00	2015.53	2015-07-11
A/SouthAuckland/33/2015	EPI704127	2015-09-23	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	8.00	2015.73	2015-09-23
A/Cameroon/15V-8802/2015	EPI748836	2015-11-17	Africa	Cameroon	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	8.00	2015.88	2015-11-17
A/Cameroon/15V-2691/2015	EPI630608	2015-03-26	Africa	Cameroon	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.24	2015-03-27
A/Nagasaki/14N133/2015	EPI702620	2015-06-19	Japan Korea	Japan	unknown	Niigata University	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.47	2015-06-19
A/Lorraine/1587/2015	EPI624383	2015-01-25	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.07	2015-01-25
A/Kanagawa/55/2015	EPI638814	2015-03-25	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.23	2015-03-25
A/Constanta/179080/2015	EPI621823	2015-03-11	Europe	Romania	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2015.19	2015-03-11
A/Hawaii/64/2014	EPI562077	2014-12-04	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2014.93	2014-12-05
A/Wakayama/75/2015	EPI630403	2015-04-21	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	7.00	2015.31	2015-04-22
A/Paraguay/1871/2015	EPI643471	2015-05-16	South America	Paraguay	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2015.37	2015-05-16
A/Paraguay/5333/2015	EPI643439	2015-06-04	South America	Paraguay	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2015.42	2015-06-04
A/Paraguay/1876/2015	EPI643408	2015-05-16	South America	Paraguay	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	8.00	2015.37	2015-05-16
A/California/33/2015	EPI611009	2015-01-15	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.04	2015-01-15
A/Mali/71Ci/2015	EPI697857	2015-02-23	Africa	Mali	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.15	2015-02-23
A/Zambia/4-00302/2015	EPI733878	2015-07-11	Africa	Zambia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.53	2015-07-11
A/Zambia/302/2015	EPI756057	2015-07-11	Africa	Zambia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.53	2015-07-11
A/SouthAfrica/5287/2015	EPI684339	2015-08-17	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	7.00	2015.63	2015-08-17
A/Congo/742/2016	EPI842194	2016-05-02	Africa	Congo	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2016.34	2016-05-02
A/Congo/691/2016	EPI842178	2016-04-21	Africa	Congo	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	8.00	2016.31	2016-04-21
A/Norway/2417/2013	EPI466602	2013-05-02	Europe	Norway	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.03	8.00	2013.34	2013-05-03
A/India/2167/2013	EPI536844	2013-07-29	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.01	8.00	2013.57	2013-07-29
A/India/3743/2013	EPI486386	2013-09-06	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	9.00	2013.68	2013-09-07
A/Zhangzhou/SWL1418/2013	EPI585915	2013-08-18	China	China	unknown	Other Database Import	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.02	10.00	2013.63	2013-08-19
A/Nepal/506/2014	EPI540098	2014-04-02	South Asia	Nepal	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2014.25	2014-04-03
A/RheinlandPfalz/14/2014	EPI555173	2014-10-27	Europe	Germany	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	13.00	2014.82	2014-10-27
A/India/159/2014	EPI644248	2014-02-05	South Asia	India	unknown	?National Centre For Disease Control (Ncdc)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.01	16.00	2014.10	2014-02-05
A/Bangladesh/5010/2015	EPI672246	2015-08-18	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.01	0.00	0.00	3.00	0.00	10.00	2015.63	2015-08-19
A/Florida/47/2015	EPI611065	2015-04-14	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	9.00	2015.29	2015-04-15
A/Norway/2330/2015	EPI645937	2015-04-28	Europe	Norway	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	12.00	2015.33	2015-04-29
A/Norway/2514/2015	EPI629023	2015-06-15	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2015.45	2015-06-15
A/Taiwan/761/2015	EPI628904	2015-05-21	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2015.39	2015-05-21
A/India/P153321/2015	EPI630411	2015-02-24	South Asia	India	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	9.00	2015.15	2015-02-25
A/Newcastle/5/2015	EPI636125	2015-04-05	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	9.00	2015.26	2015-04-05
A/Canberra/14/2015	EPI636084	2015-03-26	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	9.00	2015.23	2015-03-26
A/Singapore/GP1775/2015	EPI724896	2015-09-30	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	11.00	2015.75	2015-09-30
