Acession, Length, Host, Protein, Subtype, Country, Region, Year, Month, Day, Virus, Age
ABG80323,757,Human,PB1,H3N2,New Zealand,S,2004,09,05,Influenza A virus (A/Waikato/21/2004(H3N2))XX,11
ABI21123,566,Human,HA,H3N2,New Zealand,S,2004,09,07,Influenza A virus (A/Waikato/22/2004(H3N2))XX,0
ABI21123,566,Human,HA,H3N2,New Zealand,S,2004,09,07,Influenza A virus (A/Waikato/22/2004(H3N2))XX,0
ABI21128,230,Human,NS1,H3N2,New Zealand,S,2004,09,07,Influenza A virus (A/Waikato/22/2004(H3N2))XX,0
ABI21128,230,Human,NS1,H3N2,New Zealand,S,2004,09,07,Influenza A virus (A/Waikato/22/2004(H3N2))XX,0
ABI21129,121,Human,NS2,H3N2,New Zealand,S,2004,09,07,Influenza A virus (A/Waikato/22/2004(H3N2))XX,0
ABI21129,121,Human,NS2,H3N2,New Zealand,S,2004,09,07,Influenza A virus (A/Waikato/22/2004(H3N2))XX,0
ABI92346,566,Human,HA,H3N2,New Zealand,S,2002,07,03,Influenza A virus (A/Waikato/23/2002(H3N2))XX,75
ABI92346,566,Human,HA,H3N2,New Zealand,S,2002,07,03,Influenza A virus (A/Waikato/23/2002(H3N2))XX,75
ABI92349,469,Human,NA,H3N2,New Zealand,S,2002,07,03,Influenza A virus (A/Waikato/23/2002(H3N2))XX,75
ABI92349,469,Human,NA,H3N2,New Zealand,S,2002,07,03,Influenza A virus (A/Waikato/23/2002(H3N2))XX,75
ABG88624,230,Human,NS1,H3N2,New Zealand,S,2002,07,18,Influenza A virus (A/Waikato/25/2002(H3N2))XX,4
ABG88624,230,Human,NS1,H3N2,New Zealand,S,2002,07,18,Influenza A virus (A/Waikato/25/2002(H3N2))XX,4
ABG88627,757,Human,PB1,H3N2,New Zealand,S,2002,07,18,Influenza A virus (A/Waikato/25/2002(H3N2))XX,4
ABG88627,757,Human,PB1,H3N2,New Zealand,S,2002,07,18,Influenza A virus (A/Waikato/25/2002(H3N2))XX,4
ABI26656,761,Human,PB2,H3N2,New Zealand,S,2004,09,16,Influenza A virus (A/Waikato/26/2004(H3N2))XX,65
ABI26656,761,Human,PB2,H3N2,New Zealand,S,2004,09,16,Influenza A virus (A/Waikato/26/2004(H3N2))XX,65
ABG48155,716,Human,PA,H3N2,New Zealand,S,2002,07,12,Influenza A virus (A/Waikato/29/2002(H3N2))XX,0
ABG48155,716,Human,PA,H3N2,New Zealand,S,2002,07,12,Influenza A virus (A/Waikato/29/2002(H3N2))XX,0
ABG48158,759,Human,PB2,H3N2,New Zealand,S,2002,07,12,Influenza A virus (A/Waikato/29/2002(H3N2))XX,0
ABG48158,759,Human,PB2,H3N2,New Zealand,S,2002,07,12,Influenza A virus (A/Waikato/29/2002(H3N2))XX,0
ABG37568,757,Human,PB1,H3N2,New Zealand,S,2003,06,11,Influenza A virus (A/Waikato/3/2003(H3N2))XX,19
ABG37568,757,Human,PB1,H3N2,New Zealand,S,2003,06,11,Influenza A virus (A/Waikato/3/2003(H3N2))XX,19
ABI21018,230,Human,NS1,H3N2,New Zealand,S,2002,07,26,Influenza A virus (A/Waikato/31/2002(H3N2))XX,3
ABI21018,230,Human,NS1,H3N2,New Zealand,S,2002,07,26,Influenza A virus (A/Waikato/31/2002(H3N2))XX,3
ABO52071,566,Human,HA,H3N2,New Zealand,S,2004,09,03,Influenza A virus (A/Waikato/31/2004(H3N2))XX,53
ABO52071,566,Human,HA,H3N2,New Zealand,S,2004,09,03,Influenza A virus (A/Waikato/31/2004(H3N2))XX,53
ABO52074,463,Human,NA,H3N2,New Zealand,S,2004,09,03,Influenza A virus (A/Waikato/31/2004(H3N2))XX,53
ABO52074,463,Human,NA,H3N2,New Zealand,S,2004,09,03,Influenza A virus (A/Waikato/31/2004(H3N2))XX,53
ABO52075,498,Human,NP,H3N2,New Zealand,S,2004,09,03,Influenza A virus (A/Waikato/31/2004(H3N2))XX,53
ABO52075,498,Human,NP,H3N2,New Zealand,S,2004,09,03,Influenza A virus (A/Waikato/31/2004(H3N2))XX,53
ABI21145,566,Human,HA,H3N2,New Zealand,S,2004,09,20,Influenza A virus (A/Waikato/35/2004(H3N2))XX,0
ABI21145,566,Human,HA,H3N2,New Zealand,S,2004,09,20,Influenza A virus (A/Waikato/35/2004(H3N2))XX,0
ABI21153,757,Human,PB1,H3N2,New Zealand,S,2004,09,20,Influenza A virus (A/Waikato/35/2004(H3N2))XX,0
ABI21153,757,Human,PB1,H3N2,New Zealand,S,2004,09,20,Influenza A virus (A/Waikato/35/2004(H3N2))XX,0
ABG88630,566,Human,HA,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Waikato/36/2002(H3N2))XX,35
ABG88630,566,Human,HA,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Waikato/36/2002(H3N2))XX,35
ABG88637,716,Human,PA,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Waikato/36/2002(H3N2))XX,35
ABG88637,716,Human,PA,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Waikato/36/2002(H3N2))XX,35
ABG88640,759,Human,PB2,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Waikato/36/2002(H3N2))XX,35
ABG88640,759,Human,PB2,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Waikato/36/2002(H3N2))XX,35
ABG80205,566,Human,HA,H3N2,New Zealand,S,2000,08,28,Influenza A virus (A/Waikato/4/2000(H3N2))XX,14
ABG80205,566,Human,HA,H3N2,New Zealand,S,2000,08,28,Influenza A virus (A/Waikato/4/2000(H3N2))XX,14
ABG80209,498,Human,NP,H3N2,New Zealand,S,2000,08,28,Influenza A virus (A/Waikato/4/2000(H3N2))XX,14
ABG80209,498,Human,NP,H3N2,New Zealand,S,2000,08,28,Influenza A virus (A/Waikato/4/2000(H3N2))XX,14
ABG80210,230,Human,NS1,H3N2,New Zealand,S,2000,08,28,Influenza A virus (A/Waikato/4/2000(H3N2))XX,14
ABG80210,230,Human,NS1,H3N2,New Zealand,S,2000,08,28,Influenza A virus (A/Waikato/4/2000(H3N2))XX,14
ABG80211,121,Human,NS2,H3N2,New Zealand,S,2000,08,28,Influenza A virus (A/Waikato/4/2000(H3N2))XX,14
ABG80211,121,Human,NS2,H3N2,New Zealand,S,2000,08,28,Influenza A virus (A/Waikato/4/2000(H3N2))XX,14
ABG80342,230,Human,NS1,H3N2,New Zealand,S,2004,09,21,Influenza A virus (A/Waikato/40/2004(H3N2))XX,82
ABG80342,230,Human,NS1,H3N2,New Zealand,S,2004,09,21,Influenza A virus (A/Waikato/40/2004(H3N2))XX,82
ABG80343,121,Human,NS2,H3N2,New Zealand,S,2004,09,21,Influenza A virus (A/Waikato/40/2004(H3N2))XX,82
ABG80343,121,Human,NS2,H3N2,New Zealand,S,2004,09,21,Influenza A virus (A/Waikato/40/2004(H3N2))XX,82
ABG80344,716,Human,PA,H3N2,New Zealand,S,2004,09,21,Influenza A virus (A/Waikato/40/2004(H3N2))XX,82
ABG80344,716,Human,PA,H3N2,New Zealand,S,2004,09,21,Influenza A virus (A/Waikato/40/2004(H3N2))XX,82
ABG80345,757,Human,PB1,H3N2,New Zealand,S,2004,09,21,Influenza A virus (A/Waikato/40/2004(H3N2))XX,82
ABG80345,757,Human,PB1,H3N2,New Zealand,S,2004,09,21,Influenza A virus (A/Waikato/40/2004(H3N2))XX,82
ABI21159,469,Human,NA,H3N2,New Zealand,S,2004,09,21,Influenza A virus (A/Waikato/43/2004(H3N2))XX,44
ABI21159,469,Human,NA,H3N2,New Zealand,S,2004,09,21,Influenza A virus (A/Waikato/43/2004(H3N2))XX,44
ABI21167,566,Human,HA,H3N2,New Zealand,S,2004,09,23,Influenza A virus (A/Waikato/45/2004(H3N2))XX,1
ABI21167,566,Human,HA,H3N2,New Zealand,S,2004,09,23,Influenza A virus (A/Waikato/45/2004(H3N2))XX,1
ABI21171,498,Human,NP,H3N2,New Zealand,S,2004,09,23,Influenza A virus (A/Waikato/45/2004(H3N2))XX,1
ABI21171,498,Human,NP,H3N2,New Zealand,S,2004,09,23,Influenza A virus (A/Waikato/45/2004(H3N2))XX,1
ABI21172,230,Human,NS1,H3N2,New Zealand,S,2004,09,23,Influenza A virus (A/Waikato/45/2004(H3N2))XX,1
ABI21172,230,Human,NS1,H3N2,New Zealand,S,2004,09,23,Influenza A virus (A/Waikato/45/2004(H3N2))XX,1
ABG88597,566,Human,HA,H3N2,New Zealand,S,2001,05,15,Influenza A virus (A/Waikato/5/2001(H3N2))XX,3
ABG88597,566,Human,HA,H3N2,New Zealand,S,2001,05,15,Influenza A virus (A/Waikato/5/2001(H3N2))XX,3
ABG88600,469,Human,NA,H3N2,New Zealand,S,2001,05,15,Influenza A virus (A/Waikato/5/2001(H3N2))XX,3
ABG88600,469,Human,NA,H3N2,New Zealand,S,2001,05,15,Influenza A virus (A/Waikato/5/2001(H3N2))XX,3
ABG88602,230,Human,NS1,H3N2,New Zealand,S,2001,05,15,Influenza A virus (A/Waikato/5/2001(H3N2))XX,3
ABG88602,230,Human,NS1,H3N2,New Zealand,S,2001,05,15,Influenza A virus (A/Waikato/5/2001(H3N2))XX,3
ABG88604,716,Human,PA,H3N2,New Zealand,S,2001,05,15,Influenza A virus (A/Waikato/5/2001(H3N2))XX,3
ABG88604,716,Human,PA,H3N2,New Zealand,S,2001,05,15,Influenza A virus (A/Waikato/5/2001(H3N2))XX,3
ABG88607,759,Human,PB2,H3N2,New Zealand,S,2001,05,15,Influenza A virus (A/Waikato/5/2001(H3N2))XX,3
ABG88607,759,Human,PB2,H3N2,New Zealand,S,2001,05,15,Influenza A virus (A/Waikato/5/2001(H3N2))XX,3
ABG37417,566,Human,HA,H3N2,New Zealand,S,2002,04,12,Influenza A virus (A/Waikato/5/2002(H3N2))XX,0
ABG37417,566,Human,HA,H3N2,New Zealand,S,2002,04,12,Influenza A virus (A/Waikato/5/2002(H3N2))XX,0
ABG37419,96,Human,M2,H3N2,New Zealand,S,2002,04,12,Influenza A virus (A/Waikato/5/2002(H3N2))XX,0
ABG37419,96,Human,M2,H3N2,New Zealand,S,2002,04,12,Influenza A virus (A/Waikato/5/2002(H3N2))XX,0
ABG37420,469,Human,NA,H3N2,New Zealand,S,2002,04,12,Influenza A virus (A/Waikato/5/2002(H3N2))XX,0
ABG37420,469,Human,NA,H3N2,New Zealand,S,2002,04,12,Influenza A virus (A/Waikato/5/2002(H3N2))XX,0
ABG37424,715,Human,PA,H3N2,New Zealand,S,2002,04,12,Influenza A virus (A/Waikato/5/2002(H3N2))XX,0
ABG37424,715,Human,PA,H3N2,New Zealand,S,2002,04,12,Influenza A virus (A/Waikato/5/2002(H3N2))XX,0
ABG37425,757,Human,PB1,H3N2,New Zealand,S,2002,04,12,Influenza A virus (A/Waikato/5/2002(H3N2))XX,0
ABG37425,757,Human,PB1,H3N2,New Zealand,S,2002,04,12,Influenza A virus (A/Waikato/5/2002(H3N2))XX,0
ABG48181,566,Human,HA,H3N2,New Zealand,S,2002,08,12,Influenza A virus (A/Waikato/52/2002(H3N2))XX,0
ABG48181,566,Human,HA,H3N2,New Zealand,S,2002,08,12,Influenza A virus (A/Waikato/52/2002(H3N2))XX,0
ABG88681,716,Human,PA,H3N2,New Zealand,S,2003,07,02,Influenza A virus (A/Waikato/53/2003(H3N2))XX,0
ABG88681,716,Human,PA,H3N2,New Zealand,S,2003,07,02,Influenza A virus (A/Waikato/53/2003(H3N2))XX,0
ABG37472,566,Human,HA,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37472,566,Human,HA,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37475,469,Human,NA,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37475,469,Human,NA,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37477,230,Human,NS1,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37477,230,Human,NS1,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37480,757,Human,PB1,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37480,757,Human,PB1,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37481,90,Human,PB1-F2,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37481,90,Human,PB1-F2,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37482,759,Human,PB2,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37482,759,Human,PB2,H3N2,New Zealand,S,2002,08,23,Influenza A virus (A/Waikato/58/2002(H3N2))XX,21
ABG37593,566,Human,HA,H3N2,New Zealand,S,2003,06,30,Influenza A virus (A/Waikato/61/2003(H3N2))XX,8
ABG37593,566,Human,HA,H3N2,New Zealand,S,2003,06,30,Influenza A virus (A/Waikato/61/2003(H3N2))XX,8
ABG37601,757,Human,PB1,H3N2,New Zealand,S,2003,06,30,Influenza A virus (A/Waikato/61/2003(H3N2))XX,8
ABG37601,757,Human,PB1,H3N2,New Zealand,S,2003,06,30,Influenza A virus (A/Waikato/61/2003(H3N2))XX,8
ABI30491,469,Human,NA,H3N2,New Zealand,S,2004,10,05,Influenza A virus (A/Waikato/64/2004(H3N2))XX,2
ABI30491,469,Human,NA,H3N2,New Zealand,S,2004,10,05,Influenza A virus (A/Waikato/64/2004(H3N2))XX,2
ABI30506,716,Human,PA,H3N2,New Zealand,S,2004,10,02,Influenza A virus (A/Waikato/68/2004(H3N2))XX,0
ABI30506,716,Human,PA,H3N2,New Zealand,S,2004,10,02,Influenza A virus (A/Waikato/68/2004(H3N2))XX,0
ABI30513,469,Human,NA,H3N2,New Zealand,S,2004,10,08,Influenza A virus (A/Waikato/69/2004(H3N2))XX,1
ABI30513,469,Human,NA,H3N2,New Zealand,S,2004,10,08,Influenza A virus (A/Waikato/69/2004(H3N2))XX,1
ABI30520,759,Human,PB2,H3N2,New Zealand,S,2004,10,08,Influenza A virus (A/Waikato/69/2004(H3N2))XX,1
ABI30520,759,Human,PB2,H3N2,New Zealand,S,2004,10,08,Influenza A virus (A/Waikato/69/2004(H3N2))XX,1
ABG80216,566,Human,HA,H3N2,New Zealand,S,2000,09,08,Influenza A virus (A/Waikato/7/2000(H3N2))XX,35
ABG80216,566,Human,HA,H3N2,New Zealand,S,2000,09,08,Influenza A virus (A/Waikato/7/2000(H3N2))XX,35
ABG80225,90,Human,PB1-F2,H3N2,New Zealand,S,2000,09,08,Influenza A virus (A/Waikato/7/2000(H3N2))XX,35
ABG80225,90,Human,PB1-F2,H3N2,New Zealand,S,2000,09,08,Influenza A virus (A/Waikato/7/2000(H3N2))XX,35
ABI30527,121,Human,NS2,H3N2,New Zealand,S,2004,10,14,Influenza A virus (A/Waikato/71/2004(H3N2))XX,51
ABI30527,121,Human,NS2,H3N2,New Zealand,S,2004,10,14,Influenza A virus (A/Waikato/71/2004(H3N2))XX,51
ABI30546,469,Human,NA,H3N2,New Zealand,S,2004,10,19,Influenza A virus (A/Waikato/72/2004(H3N2))XX,21
ABI30546,469,Human,NA,H3N2,New Zealand,S,2004,10,19,Influenza A virus (A/Waikato/72/2004(H3N2))XX,21
ABI30551,757,Human,PB1,H3N2,New Zealand,S,2004,10,19,Influenza A virus (A/Waikato/72/2004(H3N2))XX,21
ABI30551,757,Human,PB1,H3N2,New Zealand,S,2004,10,19,Influenza A virus (A/Waikato/72/2004(H3N2))XX,21
ABI30553,759,Human,PB2,H3N2,New Zealand,S,2004,10,19,Influenza A virus (A/Waikato/72/2004(H3N2))XX,21
ABI30553,759,Human,PB2,H3N2,New Zealand,S,2004,10,19,Influenza A virus (A/Waikato/72/2004(H3N2))XX,21
ABI95230,97,Human,M2,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABI95230,97,Human,M2,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABI95231,468,Human,NA,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABI95231,468,Human,NA,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABI95233,230,Human,NS1,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABI95233,230,Human,NS1,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABI95234,121,Human,NS2,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABI95234,121,Human,NS2,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABI95235,716,Human,PA,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABI95235,716,Human,PA,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABI95237,90,Human,PB1-F2,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABI95237,90,Human,PB1-F2,H3N2,New Zealand,S,2000,09,18,Influenza A virus (A/Waikato/8/2000(H3N2))XX,3
ABG88578,468,Human,NA,H3N2,New Zealand,S,2000,09,19,Influenza A virus (A/Waikato/9/2000(H3N2))XX,13
ABG88578,468,Human,NA,H3N2,New Zealand,S,2000,09,19,Influenza A virus (A/Waikato/9/2000(H3N2))XX,13
ABG48225,566,Human,HA,H3N2,New Zealand,S,2003,06,28,Influenza A virus (A/Waikato/91/2003(H3N2))XX,0
ABG48225,566,Human,HA,H3N2,New Zealand,S,2003,06,28,Influenza A virus (A/Waikato/91/2003(H3N2))XX,0
ABG37516,566,Human,HA,H3N2,New Zealand,S,2003,05,19,Influenza A virus (A/Wellington/03/2003(H3N2))XX,0
ABG37516,566,Human,HA,H3N2,New Zealand,S,2003,05,19,Influenza A virus (A/Wellington/03/2003(H3N2))XX,0
ABG37518,96,Human,M2,H3N2,New Zealand,S,2003,05,19,Influenza A virus (A/Wellington/03/2003(H3N2))XX,0
ABG37518,96,Human,M2,H3N2,New Zealand,S,2003,05,19,Influenza A virus (A/Wellington/03/2003(H3N2))XX,0
ABG37519,469,Human,NA,H3N2,New Zealand,S,2003,05,19,Influenza A virus (A/Wellington/03/2003(H3N2))XX,0
ABG37519,469,Human,NA,H3N2,New Zealand,S,2003,05,19,Influenza A virus (A/Wellington/03/2003(H3N2))XX,0
ABG37525,90,Human,PB1-F2,H3N2,New Zealand,S,2003,05,19,Influenza A virus (A/Wellington/03/2003(H3N2))XX,0
ABG37525,90,Human,PB1-F2,H3N2,New Zealand,S,2003,05,19,Influenza A virus (A/Wellington/03/2003(H3N2))XX,0
ABG80279,757,Human,PB1,H3N2,New Zealand,S,2004,08,31,Influenza A virus (A/Wellington/14/2004(H3N2))XX,51
ABG80279,757,Human,PB1,H3N2,New Zealand,S,2004,08,31,Influenza A virus (A/Wellington/14/2004(H3N2))XX,51
ABG80281,759,Human,PB2,H3N2,New Zealand,S,2004,08,31,Influenza A virus (A/Wellington/14/2004(H3N2))XX,51
ABG80281,759,Human,PB2,H3N2,New Zealand,S,2004,08,31,Influenza A virus (A/Wellington/14/2004(H3N2))XX,51
ABI21098,757,Human,PB1,H3N2,New Zealand,S,2004,09,06,Influenza A virus (A/Wellington/18/2004(H3N2))XX,32
ABI21098,757,Human,PB1,H3N2,New Zealand,S,2004,09,06,Influenza A virus (A/Wellington/18/2004(H3N2))XX,32
ABI21100,759,Human,PB2,H3N2,New Zealand,S,2004,09,06,Influenza A virus (A/Wellington/18/2004(H3N2))XX,32
ABI21100,759,Human,PB2,H3N2,New Zealand,S,2004,09,06,Influenza A virus (A/Wellington/18/2004(H3N2))XX,32
ABO32668,252,Human,M1,H3N2,New Zealand,S,2000,09,19,Influenza A virus (A/Wellington/21/2000(H3N2))XX,13
ABO32668,252,Human,M1,H3N2,New Zealand,S,2000,09,19,Influenza A virus (A/Wellington/21/2000(H3N2))XX,13
ABO32670,469,Human,NA,H3N2,New Zealand,S,2000,09,19,Influenza A virus (A/Wellington/21/2000(H3N2))XX,13
ABO32670,469,Human,NA,H3N2,New Zealand,S,2000,09,19,Influenza A virus (A/Wellington/21/2000(H3N2))XX,13
ABO32677,759,Human,PB2,H3N2,New Zealand,S,2000,09,19,Influenza A virus (A/Wellington/21/2000(H3N2))XX,13
ABO32677,759,Human,PB2,H3N2,New Zealand,S,2000,09,19,Influenza A virus (A/Wellington/21/2000(H3N2))XX,13
ABG37409,469,Human,NA,H3N2,New Zealand,S,2001,07,09,Influenza A virus (A/Wellington/22/2001(H3N2))XX,52
ABG37409,469,Human,NA,H3N2,New Zealand,S,2001,07,09,Influenza A virus (A/Wellington/22/2001(H3N2))XX,52
ABG80300,716,Human,PA,H3N2,New Zealand,S,2004,09,12,Influenza A virus (A/Wellington/22/2004(H3N2))XX,95
ABG80300,716,Human,PA,H3N2,New Zealand,S,2004,09,12,Influenza A virus (A/Wellington/22/2004(H3N2))XX,95
ABG80301,757,Human,PB1,H3N2,New Zealand,S,2004,09,12,Influenza A virus (A/Wellington/22/2004(H3N2))XX,95
ABG80301,757,Human,PB1,H3N2,New Zealand,S,2004,09,12,Influenza A virus (A/Wellington/22/2004(H3N2))XX,95
ABI21071,469,Human,NA,H3N2,New Zealand,S,2004,08,23,Influenza A virus (A/Wellington/23/2004(H3N2))XX,13
ABI21071,469,Human,NA,H3N2,New Zealand,S,2004,08,23,Influenza A virus (A/Wellington/23/2004(H3N2))XX,13
ABI21073,230,Human,NS1,H3N2,New Zealand,S,2004,08,23,Influenza A virus (A/Wellington/23/2004(H3N2))XX,13
ABI21073,230,Human,NS1,H3N2,New Zealand,S,2004,08,23,Influenza A virus (A/Wellington/23/2004(H3N2))XX,13
ABI21076,757,Human,PB1,H3N2,New Zealand,S,2004,08,23,Influenza A virus (A/Wellington/23/2004(H3N2))XX,13
ABI21076,757,Human,PB1,H3N2,New Zealand,S,2004,08,23,Influenza A virus (A/Wellington/23/2004(H3N2))XX,13
ABG37574,469,Human,NA,H3N2,New Zealand,S,2003,06,18,Influenza A virus (A/Wellington/25/2003(H3N2))XX,44
ABG37574,469,Human,NA,H3N2,New Zealand,S,2003,06,18,Influenza A virus (A/Wellington/25/2003(H3N2))XX,44
ABG37576,230,Human,NS1,H3N2,New Zealand,S,2003,06,18,Influenza A virus (A/Wellington/25/2003(H3N2))XX,44
ABG37576,230,Human,NS1,H3N2,New Zealand,S,2003,06,18,Influenza A virus (A/Wellington/25/2003(H3N2))XX,44
ABG37581,759,Human,PB2,H3N2,New Zealand,S,2003,06,18,Influenza A virus (A/Wellington/25/2003(H3N2))XX,44
ABG37581,759,Human,PB2,H3N2,New Zealand,S,2003,06,18,Influenza A virus (A/Wellington/25/2003(H3N2))XX,44
ABI30401,252,Human,M1,H3N2,New Zealand,S,2000,NA,NA,Influenza A virus (A/Wellington/26/2000(H3N2))XX,7
ABI30401,252,Human,M1,H3N2,New Zealand,S,2000,NA,NA,Influenza A virus (A/Wellington/26/2000(H3N2))XX,7
ABI30406,121,Human,NS2,H3N2,New Zealand,S,2000,NA,NA,Influenza A virus (A/Wellington/26/2000(H3N2))XX,7
ABI30406,121,Human,NS2,H3N2,New Zealand,S,2000,NA,NA,Influenza A virus (A/Wellington/26/2000(H3N2))XX,7
ABI30451,716,Human,PA,H3N2,New Zealand,S,2004,09,11,Influenza A virus (A/Wellington/27/2004(H3N2))XX,24
ABI30451,716,Human,PA,H3N2,New Zealand,S,2004,09,11,Influenza A virus (A/Wellington/27/2004(H3N2))XX,24
ABI21005,469,Human,NA,H3N2,New Zealand,S,2000,NA,NA,Influenza A virus (A/Wellington/28/2000(H3N2))XX,2
ABI21005,469,Human,NA,H3N2,New Zealand,S,2000,NA,NA,Influenza A virus (A/Wellington/28/2000(H3N2))XX,2
ABI21007,230,Human,NS1,H3N2,New Zealand,S,2000,NA,NA,Influenza A virus (A/Wellington/28/2000(H3N2))XX,2
ABI21007,230,Human,NS1,H3N2,New Zealand,S,2000,NA,NA,Influenza A virus (A/Wellington/28/2000(H3N2))XX,2
ABG37582,566,Human,HA,H3N2,New Zealand,S,2003,06,24,Influenza A virus (A/Wellington/28/2003(H3N2))XX,33
ABG37582,566,Human,HA,H3N2,New Zealand,S,2003,06,24,Influenza A virus (A/Wellington/28/2003(H3N2))XX,33
ABG37586,498,Human,NP,H3N2,New Zealand,S,2003,06,24,Influenza A virus (A/Wellington/28/2003(H3N2))XX,33
ABG37586,498,Human,NP,H3N2,New Zealand,S,2003,06,24,Influenza A virus (A/Wellington/28/2003(H3N2))XX,33
ABG37590,757,Human,PB1,H3N2,New Zealand,S,2003,06,24,Influenza A virus (A/Wellington/28/2003(H3N2))XX,33
ABG37590,757,Human,PB1,H3N2,New Zealand,S,2003,06,24,Influenza A virus (A/Wellington/28/2003(H3N2))XX,33
ABI30419,757,Human,PB1,H3N2,New Zealand,S,2000,11,25,Influenza A virus (A/Wellington/30/2000(H3N2))XX,28
ABI30419,757,Human,PB1,H3N2,New Zealand,S,2000,11,25,Influenza A virus (A/Wellington/30/2000(H3N2))XX,28
ABG80304,566,Human,HA,H3N2,New Zealand,S,2004,09,14,Influenza A virus (A/Wellington/31/2004(H3N2))XX,40
ABG80304,566,Human,HA,H3N2,New Zealand,S,2004,09,14,Influenza A virus (A/Wellington/31/2004(H3N2))XX,40
ABG67502,566,Human,HA,H3N2,New Zealand,S,2001,08,28,Influenza A virus (A/Wellington/34/2001(H3N2))XX,42
ABG67502,566,Human,HA,H3N2,New Zealand,S,2001,08,28,Influenza A virus (A/Wellington/34/2001(H3N2))XX,42
ABG67506,498,Human,NP,H3N2,New Zealand,S,2001,08,28,Influenza A virus (A/Wellington/34/2001(H3N2))XX,42
ABG67506,498,Human,NP,H3N2,New Zealand,S,2001,08,28,Influenza A virus (A/Wellington/34/2001(H3N2))XX,42
ABG67508,121,Human,NS2,H3N2,New Zealand,S,2001,08,28,Influenza A virus (A/Wellington/34/2001(H3N2))XX,42
ABG67508,121,Human,NS2,H3N2,New Zealand,S,2001,08,28,Influenza A virus (A/Wellington/34/2001(H3N2))XX,42
ABG67509,716,Human,PA,H3N2,New Zealand,S,2001,08,28,Influenza A virus (A/Wellington/34/2001(H3N2))XX,42
ABG67509,716,Human,PA,H3N2,New Zealand,S,2001,08,28,Influenza A virus (A/Wellington/34/2001(H3N2))XX,42
ABG48203,566,Human,HA,H3N2,New Zealand,S,2003,06,30,Influenza A virus (A/Wellington/34/2003(H3N2))XX,23
ABG48203,566,Human,HA,H3N2,New Zealand,S,2003,06,30,Influenza A virus (A/Wellington/34/2003(H3N2))XX,23
ABG37428,566,Human,HA,H3N2,New Zealand,S,2002,06,17,Influenza A virus (A/Wellington/38/2002(H3N2))XX,39
ABG37428,566,Human,HA,H3N2,New Zealand,S,2002,06,17,Influenza A virus (A/Wellington/38/2002(H3N2))XX,39
ABG37431,468,Human,NA,H3N2,New Zealand,S,2002,06,17,Influenza A virus (A/Wellington/38/2002(H3N2))XX,39
ABG37431,468,Human,NA,H3N2,New Zealand,S,2002,06,17,Influenza A virus (A/Wellington/38/2002(H3N2))XX,39
